900 2728
1632 34 12
303 28 96
1703 35 37
2667 15 59
2234 32 58
647 53 56
1583 22 40
2656 46 79
1669 18 70
548 86 54
2803 3 73
2382 53 74
2323 90 10
427 31 67
734 98 63
432 88 85
556 10 45
166 17 94
2607 41 63
2115 61 63
283 4 28
1089 30 52
1997 44 27
409 37 28
1791 6 74
1500 91 70
319 24 56
1646 55 51
1902 3 58
1116 60 62
1573 93 38
2208 34 78
1329 31 53
1847 35 47
1173 30 43
1755 19 7
1539 91 10
699 90 55
1797 15 5
1178 79 61
1790 15 77
2335 8 34
456 8 27
811 12 11
826 46 54
1511 65 31
650 7 17
1087 96 63
2392 77 61
479 70 63
1495 8 66
2065 71 57
275 68 35
1732 51 42
541 31 58
1617 96 1
802 27 62
1007 58 2
2250 9 63
1542 93 41
390 86 55
2191 25 58
331 100 45
162 12 89
1086 19 9
56 69 98
906 32 16
271 1 26
44 47 79
1841 75 13
1072 62 17
1836 31 20
1413 25 20
2518 71 8
216 38 100
524 34 45
299 26 38
2684 29 67
244 64 7
158 71 4
2801 96 32
812 44 48
434 92 23
2732 21 64
614 94 89
2023 70 46
408 98 37
1456 25 81
171 82 21
860 5 42
260 63 88
218 21 78
1194 21 31
2775 30 78
2414 83 52
1208 4 51
913 33 26
393 64 2
2279 11 98
1569 10 95
2590 11 23
1978 57 67
257 91 58
1346 84 11
2420 89 72
851 55 18
500 3 24
2570 88 94
2687 93 32
1905 63 55
641 7 80
1052 34 100
1571 54 49
2250 28 95
1443 65 14
1127 72 66
1121 6 90
1813 40 11
2310 1 84
2568 21 16
1570 50 26
1993 93 96
682 5 50
831 14 86
1410 32 83
2235 93 60
1553 32 47
1400 96 16
57 52 5
389 92 15
382 52 40
1658 31 59
513 25 53
986 53 16
1782 37 8
476 72 11
2761 93 16
1585 69 96
1285 69 52
1528 96 85
1378 34 43
644 85 63
646 99 90
1413 96 38
540 81 47
785 31 48
1069 15 76
2218 58 54
776 55 75
512 59 94
2754 3 80
2739 23 15
2065 1 73
769 81 62
2468 3 17
2344 57 47
1495 27 55
117 4 64
2300 44 84
969 77 54
1299 35 26
1308 40 80
2589 21 63
690 77 2
749 18 71
330 54 65
349 14 77
1859 56 89
2505 1 100
639 92 90
1384 31 34
2365 30 10
1779 35 74
435 56 71
2293 53 5
2120 35 11
2240 10 80
394 73 85
2669 96 4
2510 15 72
2214 10 38
2061 70 26
676 68 96
1124 18 50
1109 68 59
1011 19 11
1117 77 35
1504 14 49
985 90 23
625 25 12
1374 51 67
2321 97 93
1773 21 20
175 50 95
1656 41 19
1978 4 1
293 22 75
2491 89 97
1655 5 26
607 41 64
1889 6 13
2232 64 76
1678 83 2
1587 56 18
2757 96 39
2166 92 53
797 26 88
1181 19 35
1014 37 49
141 90 100
1509 100 76
2248 99 19
1578 86 46
2538 97 40
2100 71 84
1819 54 37
816 6 1
56 86 41
1652 31 90
589 1 99
432 73 23
827 70 88
1918 52 68
2623 40 36
2678 86 91
296 95 6
2562 31 35
403 83 19
293 26 87
2351 26 17
917 21 67
680 85 75
284 6 92
41 7 40
582 42 98
2343 85 32
387 8 3
1410 77 72
13 75 78
30 76 80
1031 31 94
1302 80 31
538 40 50
2562 60 94
1759 96 29
635 44 17
122 42 38
199 95 32
2127 94 48
1975 79 41
106 75 72
2130 18 5
75 65 27
361 15 63
1398 7 1
126 95 42
1281 23 45
472 20 9
2718 84 49
2602 26 62
1067 46 51
1264 48 37
1609 35 24
628 84 92
1771 66 39
487 18 3
1176 30 7
2065 2 63
2716 30 74
751 41 45
2326 38 98
1014 76 7
785 19 16
1691 43 67
894 21 15
1997 41 90
2688 73 28
1723 78 46
385 59 19
957 64 11
66 52 88
2240 50 39
970 54 19
1491 31 89
128 46 80
250 31 28
2304 90 93
2172 21 49
1218 75 79
762 11 81
1060 94 22
154 32 2
1432 62 50
1555 4 46
1767 26 37
717 83 46
2405 54 89
1722 47 26
1421 72 6
2743 10 17
2344 99 68
306 22 23
396 26 34
2576 32 14
1651 96 36
1980 5 45
1001 75 1
611 87 36
1016 79 30
1721 96 61
1845 19 90
552 3 43
1344 91 57
861 98 20
2376 49 47
2681 34 35
290 31 84
1167 3 29
283 4 54
1098 95 11
628 31 62
1295 67 66
2526 60 6
2714 30 94
244 71 9
166 3 7
1818 33 84
1857 57 8
1501 74 79
621 64 1
2042 71 75
2685 11 1
1333 36 80
1027 34 57
2596 54 45
365 70 80
2610 63 60
1414 100 64
232 31 64
1416 37 56
939 96 7
918 77 32
2816 17 21
2101 37 83
1603 79 37
1109 14 90
1212 84 25
124 52 57
2784 89 82
1064 42 99
655 23 89
2573 35 41
2549 46 57
139 82 79
1617 30 61
688 61 13
1336 37 96
1415 71 90
1819 59 17
2271 7 51
1097 51 31
343 68 73
1225 81 26
2746 8 49
106 20 45
2052 6 66
1588 82 58
1942 51 40
1759 29 79
100 67 30
666 8 82
620 93 75
1440 63 53
2038 12 92
2204 60 18
82 35 5
2720 53 2
2201 72 44
2193 60 31
486 68 84
2685 88 58
661 48 87
44 32 86
1062 40 39
544 34 19
2349 48 13
872 1 17
1083 13 46
1442 69 33
1585 64 67
1217 71 7
2020 93 87
953 59 37
1431 81 15
802 35 22
2048 68 45
2002 38 59
1306 48 58
1787 52 58
2139 26 75
1919 78 20
2254 55 70
105 43 77
2651 43 92
1406 48 20
1863 10 20
253 58 80
285 29 93
1697 26 85
145 9 45
889 49 31
921 20 12
110 80 4
1611 55 47
2438 70 59
2463 56 33
2802 76 85
36 79 36
1096 2 92
36 10 56
1073 5 59
2333 76 47
667 25 78
1217 62 55
1100 74 26
2482 72 1
1774 71 29
1202 79 32
590 26 55
2675 97 69
913 83 27
2508 15 91
1273 92 48
65 49 60
1378 84 59
1029 56 47
2726 37 25
1638 12 14
1504 91 39
2597 29 7
1976 53 64
286 76 57
1302 41 28
1118 67 69
439 60 99
2445 31 44
1240 80 89
1335 88 47
333 27 69
136 68 86
1898 3 98
961 34 13
312 86 12
2229 30 60
2773 20 81
440 73 6
616 76 5
2646 57 20
2384 32 70
2087 45 76
1693 20 35
1116 68 27
1323 52 23
2366 5 20
2724 35 82
1808 69 54
1595 4 88
799 53 96
477 75 98
1567 32 5
2769 73 84
891 37 88
458 35 96
1809 69 47
44 14 16
2390 95 79
1088 96 42
1754 27 42
2490 87 55
1643 26 92
1375 50 74
1297 8 21
1639 2 36
546 97 11
1629 77 49
163 41 89
2311 98 53
1677 68 15
1165 89 37
2255 85 92
2333 78 12
171 21 38
2766 99 56
1186 39 6
1548 64 9
1168 59 64
234 54 6
466 89 1
153 10 50
1472 23 78
2308 3 10
1184 55 12
2701 37 7
1174 13 63
2356 51 26
1863 51 83
1153 39 45
1637 67 60
1324 86 29
1183 61 91
508 11 44
1618 62 72
519 48 88
1606 85 79
875 60 32
1396 85 9
652 16 51
2195 61 59
496 60 16
1088 58 42
657 32 54
1572 37 61
489 80 9
302 79 7
2363 19 8
1110 84 29
1011 83 62
1255 45 44
1106 46 2
1085 85 62
536 57 5
498 52 18
2501 5 99
1899 83 90
573 39 78
487 98 86
1478 10 18
2740 80 15
1627 16 17
166 6 32
719 66 98
203 52 96
121 72 3
1700 56 85
47 38 27
2752 93 88
2626 75 24
1306 92 49
375 63 80
2052 22 10
2791 32 31
947 21 95
197 83 23
2403 72 58
629 63 43
2582 84 76
2288 86 50
1828 2 1
234 30 2
1122 29 27
2111 93 25
664 95 72
1503 88 18
143 34 16
2646 65 22
1462 44 60
1087 84 42
1800 30 48
816 5 96
1072 52 66
621 82 45
2726 72 83
1203 50 1
56 64 30
1589 100 72
562 83 69
2794 24 52
2507 85 50
1962 25 97
1721 18 83
726 58 75
1289 20 29
2363 62 80
361 100 77
1696 61 95
2454 92 41
1191 17 28
323 78 15
277 84 96
1290 51 94
2671 53 83
1183 91 18
937 71 54
2340 72 43
1457 32 82
744 14 74
210 61 32
2246 66 70
2137 44 25
1623 75 81
2074 99 10
955 57 59
2641 97 47
992 64 45
1832 59 2
161 100 71
125 77 51
1069 42 45
2653 92 42
873 22 68
41 21 13
1041 8 53
696 61 66
294 44 33
562 2 91
2242 4 49
581 67 78
580 77 94
1356 1 24
