100 4950
1028 1 27
4432 49 51
2299 73 95
3877 6 1
2542 92 73
3235 46 91
164 41 38
4092 8 86
3932 13 81
1130 79 22
614 37 35
133 84 66
4637 65 71
4553 29 10
3925 42 46
3898 63 49
4187 71 1
175 87 11
1278 76 99
174 16 81
1906 76 53
3008 25 40
4109 56 9
4223 30 12
1858 87 9
1652 51 5
1616 6 30
1201 72 46
3232 38 64
1137 97 30
4676 23 98
4321 68 51
3955 72 67
2218 47 22
1916 48 43
4863 35 75
1621 42 86
657 16 35
1604 100 55
4328 31 97
3796 87 15
1549 46 57
4169 84 80
1335 81 70
952 64 50
4717 26 85
2240 52 27
295 24 10
1108 1 70
2941 29 75
1854 2 45
3910 82 42
672 78 92
985 41 61
726 33 13
3841 12 13
2206 19 94
2105 44 92
3054 51 50
30 98 26
571 37 76
4675 81 71
990 59 7
2801 32 59
420 83 20
4709 54 46
794 68 74
4103 53 77
1025 62 22
1952 97 28
4878 35 1
170 68 54
4934 37 4
4838 29 82
2647 64 86
3023 81 19
454 18 62
4737 90 39
4769 73 30
1023 13 59
4749 77 9
2550 97 85
3200 77 84
1602 56 16
142 36 62
1521 38 40
3842 32 35
1536 62 20
4650 85 72
294 71 72
4370 48 26
1610 7 78
1388 41 32
3360 11 17
1558 31 25
1530 67 2
3669 7 14
1370 13 17
1275 77 81
4312 80 40
713 100 26
1608 67 13
544 50 42
1249 41 89
2990 13 25
4302 72 39
1391 51 25
2544 70 14
2114 68 52
1801 50 40
4008 9 79
3251 97 60
1099 50 28
2198 21 96
1714 16 6
273 99 9
4702 56 79
3908 36 63
1709 68 23
7 20 73
3123 77 96
2403 69 15
1491 38 96
1653 28 33
1209 70 96
4863 65 95
4544 35 12
2267 25 79
2138 4 79
1307 73 82
3058 92 54
1844 92 43
4864 35 79
3152 49 16
265 27 16
2973 11 76
1340 14 89
282 57 61
1030 30 21
1810 70 93
1870 40 86
3832 46 14
3723 41 16
1647 40 41
2045 12 65
3721 48 52
4588 62 45
2027 93 1
2882 73 29
611 73 34
4166 9 55
3171 79 1
2389 88 83
945 70 33
4241 95 6
4928 95 80
2176 56 96
756 1 57
3037 71 44
4419 62 93
4597 71 90
3234 67 78
3109 35 7
15 95 34
3658 32 97
4591 77 90
3390 46 9
1250 59 80
2262 68 10
4673 13 51
3345 28 94
3358 61 62
1535 95 100
3053 8 97
185 64 57
708 90 31
4624 18 32
1963 18 48
1481 62 55
1788 11 24
1525 25 91
3028 14 62
834 72 77
3957 28 30
3084 86 70
1973 30 57
3808 56 25
1486 42 84
111 11 14
4599 8 14
2201 51 43
872 96 4
4852 22 37
2439 92 59
2785 5 89
564 21 76
3074 50 32
492 61 70
3380 59 60
924 90 97
3611 76 42
1676 88 27
1034 33 65
108 81 90
2430 31 45
817 62 1
1482 23 95
3326 71 40
3051 47 31
4292 68 15
4797 63 23
4348 93 12
1303 37 92
0 89 6
3250 69 80
773 22 16
1809 41 56
836 40 87
4090 46 76
140 13 27
3343 35 54
1797 33 43
4747 19 55
418 55 15
2851 98 19
4733 85 17
1613 21 24
1979 34 81
3713 1 54
351 55 34
4934 30 5
118 51 10
1111 44 59
1874 87 7
731 22 21
3583 14 17
443 38 85
3739 46 98
2205 6 32
1903 30 100
2491 8 41
1932 38 73
362 16 4
3964 8 49
3331 50 62
3171 15 95
836 21 92
1086 56 11
2291 29 5
1003 20 8
265 75 74
1281 2 88
2937 71 39
1482 3 86
610 92 12
2099 61 5
2052 82 84
2102 89 15
2365 18 82
4617 5 46
2428 90 68
697 12 75
1275 95 55
541 16 74
640 8 36
1796 5 1
1369 59 76
214 65 45
1472 73 5
2637 46 79
4205 39 38
662 71 86
1274 25 75
4022 44 57
4284 63 67
155 83 77
2808 47 4
3045 61 85
2783 100 19
1028 68 9
2565 77 24
3850 33 31
2414 40 55
3549 48 68
3250 41 18
1730 56 24
4400 100 52
1529 18 77
2374 69 9
1829 98 54
1242 46 78
1989 28 35
1695 43 1
3614 86 68
1064 96 44
4319 98 68
1472 36 85
1638 59 57
1374 76 97
346 44 86
1285 67 28
4458 12 24
3725 32 14
1084 35 36
377 79 74
3433 28 5
4484 98 47
4358 59 21
1803 81 40
33 87 98
3921 76 34
1638 3 42
34 56 87
4290 37 44
1445 25 57
1305 47 90
2230 86 80
2997 34 90
3462 7 44
2452 39 96
1022 7 48
603 39 55
2758 81 7
1785 97 41
2760 41 67
2295 36 64
2674 3 7
613 17 57
1287 63 14
4382 1 74
333 49 30
4388 72 42
4356 57 69
2143 9 15
640 38 99
1243 79 26
2248 60 94
4178 100 53
4607 71 47
2398 93 42
1952 42 19
2904 93 76
171 13 15
1462 38 6
675 82 81
887 32 42
4256 57 18
1350 93 55
4063 92 86
711 24 61
3010 61 44
287 89 61
1728 55 97
3325 80 42
3996 20 75
1368 80 71
2073 79 95
4506 15 27
676 50 82
75 37 16
4512 84 49
3687 63 45
541 62 75
4590 83 56
556 50 49
731 19 31
1493 57 41
4233 51 69
2380 24 63
4887 88 59
1526 31 75
3629 84 87
3382 64 28
804 69 87
766 67 46
1442 8 60
2351 20 53
2040 40 52
1196 48 71
1580 50 29
2671 20 28
4363 49 21
4659 61 16
3470 56 99
714 91 2
2492 77 76
3 24 52
446 63 34
65 30 59
2792 13 26
2649 70 89
2995 72 4
461 12 31
1194 45 13
127 17 40
4559 9 35
13 48 81
1511 89 60
2286 65 26
6 50 9
622 21 41
2857 37 67
411 36 91
4508 90 19
2706 60 67
2332 57 72
131 24 46
3224 64 84
3997 89 75
3349 7 39
3021 30 7
3129 80 53
2793 38 17
275 39 32
4472 9 64
906 74 30
3059 20 41
2581 48 83
3246 95 11
2366 71 58
1360 68 22
1951 75 64
1855 47 81
3475 43 17
362 69 36
2263 91 23
4092 68 100
1351 56 15
449 32 11
2027 17 34
1276 47 25
2181 69 77
133 28 84
4801 97 11
1815 24 83
1886 1 69
3129 68 27
776 90 1
4414 90 84
430 91 51
4494 20 18
1624 55 47
879 2 8
1795 94 26
4339 69 29
1834 61 46
2377 59 14
1044 56 64
4073 8 76
4951 74 62
34 14 29
198 62 84
677 61 69
4482 94 81
3215 11 98
4100 9 19
2277 68 59
1818 34 56
3330 66 53
4745 48 89
1618 86 18
2202 74 44
2413 31 82
3750 45 36
4234 27 64
2288 92 65
4292 69 83
4464 43 94
1894 53 42
2997 3 37
2570 95 46
1159 44 34
59 39 69
2653 63 69
4024 89 51
3178 17 1
2085 8 75
918 12 64
361 51 94
1335 4 98
3350 78 48
1156 6 63
1546 77 52
1024 42 34
3136 35 53
1841 50 55
3592 30 35
1652 11 20
2050 86 41
1356 55 31
659 89 88
114 66 88
700 71 59
819 43 81
2694 90 8
1785 80 74
1197 91 87
824 93 81
2048 43 36
1671 75 23
2828 57 53
3260 12 90
4384 19 60
3055 23 32
1093 58 20
1011 79 13
2473 92 68
89 2 66
4064 40 11
1588 63 86
85 1 56
3177 5 14
1058 76 23
4670 39 79
1363 39 43
633 8 52
3597 68 30
1976 42 37
1238 84 50
1295 60 5
1449 48 17
4392 88 12
454 73 55
2902 15 22
2167 86 82
1799 81 64
1813 43 77
4234 7 19
3162 3 93
2854 82 62
1452 35 34
4921 65 2
3141 58 8
640 44 84
2047 12 89
213 31 60
3621 35 87
1075 78 58
2391 95 36
3440 98 2
417 33 52
740 21 82
1209 31 53
405 65 21
2382 99 94
4941 93 60
126 91 39
3445 40 61
1416 38 29
2586 84 26
1803 6 96
3422 73 40
493 78 32
4625 14 85
246 29 60
2975 1 63
1114 71 41
4600 70 59
3488 80 1
316 65 53
3078 46 92
255 9 96
4349 90 6
4446 52 94
257 31 29
3365 100 16
3018 41 77
2572 65 64
2221 47 95
3863 46 73
3369 2 22
2381 6 53
1670 75 40
3670 26 63
4026 48 74
1213 28 88
404 29 85
436 52 88
4802 88 30
496 19 49
1874 57 37
1205 61 50
2218 64 3
492 32 74
153 18 9
939 96 54
970 3 50
569 47 33
3772 91 45
224 92 56
202 55 24
2065 69 30
4694 71 30
2278 3 20
1487 78 76
637 46 66
2061 2 51
294 78 91
1728 64 39
82 7 2
2692 56 60
3098 55 26
1879 36 11
4197 74 95
4548 40 77
2144 40 23
428 50 35
1066 10 97
1594 71 10
4935 18 5
4772 83 64
2769 14 72
942 22 87
2082 51 87
3674 42 25
4012 96 7
2181 76 28
3399 39 16
3601 81 54
1962 86 6
1615 81 8
4078 57 12
4180 65 55
101 68 3
1286 55 57
3343 59 100
2606 13 16
3485 64 51
4785 33 29
4657 32 60
3132 11 5
1858 47 84
2207 50 31
2319 22 76
2647 97 65
538 49 68
2401 29 2
2869 68 40
3470 1 46
1446 2 96
1795 76 63
3079 34 62
1451 24 96
2903 76 32
1680 79 27
127 45 34
3454 2 9
2953 35 86
3015 40 94
993 92 20
143 50 54
478 71 16
3451 81 14
2530 92 69
258 4 19
56 98 61
1214 59 56
2612 52 16
1189 20 1
929 77 74
3567 78 99
4053 71 94
2266 48 90
1459 60 41
2979 94 85
2354 82 16
768 74 21
984 3 47
2056 96 27
989 1 7
1020 18 36
237 24 13
662 59 82
3532 24 95
1660 78 83
4880 90 76
2531 53 44
4389 46 88
1847 45 28
3804 76 66
1918 95 8
1558 69 42
2397 95 99
3085 84 72
2046 49 82
2844 23 36
1685 11 47
3758 30 92
919 9 11
1721 49 42
3060 90 28
3287 74 61
1601 94 61
4593 28 32
3370 61 66
2489 79 99
4464 10 17
3924 8 59
2409 1 68
4862 12 79
3716 46 65
4963 43 26
4626 45 87
2388 97 9
4343 62 67
4321 21 61
1365 27 93
2723 48 5
2539 34 87
832 92 52
2436 7 69
2381 95 89
2200 10 7
4366 43 35
2803 6 82
1295 86 91
2184 25 66
3629 51 6
1399 93 24
247 84 20
3664 61 12
1373 86 73
3656 96 76
1527 88 36
3198 80 51
1236 26 42
3783 28 95
4215 82 40
420 6 98
3921 67 71
2279 83 70
3364 44 65
790 22 23
3230 29 99
854 93 61
1273 89 32
1107 47 70
1775 31 17
2798 11 80
4194 95 27
1371 56 90
1146 19 78
2908 9 4
4286 22 91
3791 76 18
550 33 53
1848 34 14
1080 99 86
468 24 41
4821 59 15
3088 27 98
1165 4 28
3442 86 24
3721 3 66
4507 28 99
2390 61 18
1471 35 8
4921 23 41
4193 10 91
231 10 66
1525 100 49
1767 99 50
1030 69 16
4567 73 21
2768 69 52
1060 98 17
3635 93 79
1022 13 82
1376 53 84
340 88 9
2887 54 62
324 97 83
1193 13 34
3808 58 48
9 3 80
1576 63 13
3761 15 74
680 93 59
2861 56 23
4334 56 98
334 52 99
2477 84 78
2763 86 27
3517 12 11
108 55 36
3971 70 65
180 23 77
1737 36 73
1066 78 3
3693 88 92
3923 11 85
3106 15 99
3533 75 26
3222 47 37
4464 85 8
4325 67 33
982 46 45
4210 95 94
632 21 85
4293 54 26
4804 19 65
1740 32 77
3545 59 27
1666 44 19
3656 45 100
2616 64 53
2226 25 83
769 56 27
1960 3 32
556 33 37
4228 54 90
2870 83 46
2450 6 100
2896 64 76
2266 88 17
1744 85 10
1856 5 90
3320 47 96
621 27 100
496 85 63
3485 92 5
3704 1 95
2570 33 95
1832 13 89
2168 85 91
2036 16 87
4590 20 50
356 43 72
2764 54 51
1365 66 97
2272 2 89
3805 4 7
2544 71 8
2818 57 98
316 63 9
1425 43 86
1929 11 25
1533 25 70
2790 1 48
2120 43 10
154 78 44
2273 39 62
516 76 29
4097 9 23
24 16 7
4277 90 35
1211 89 63
783 96 55
539 63 21
2482 16 48
2984 6 72
1608 4 77
2923 74 81
3421 23 5
635 67 6
3642 31 13
3259 96 40
3380 59 31
2161 10 75
4737 38 76
41 3 73
24 36 56
892 73 78
1644 4 90
4336 42 54
1192 73 71
700 5 13
462 72 73
3862 65 62
925 89 21
4851 34 47
1893 94 65
1750 28 23
3791 38 34
4487 83 23
765 50 23
365 13 21
85 4 48
3629 69 14
4135 64 93
3062 60 71
4162 41 25
3331 91 58
2989 84 79
1213 18 72
3094 49 25
1030 98 13
1549 17 93
586 18 60
2447 59 74
937 22 88
2155 58 67
4618 27 44
1283 40 42
2653 12 39
3009 38 86
4909 46 77
3799 26 39
953 35 83
3412 68 83
395 74 82
1609 33 81
2690 93 39
1052 37 93
1614 81 57
4129 34 80
1692 83 79
3781 9 24
3085 44 46
2336 26 47
3887 99 10
4414 11 82
2843 84 12
3284 91 100
1323 16 92
3113 65 23
1597 90 50
52 40 2
3513 65 66
4364 57 47
102 27 90
988 64 70
1042 76 15
921 59 46
3962 51 57
3121 18 10
1623 13 54
4499 68 6
3369 50 37
2718 54 56
140 41 6
2123 43 68
4712 81 44
3498 33 44
4194 47 64
935 41 84
2944 28 73
3869 49 31
1849 1 19
4442 45 75
763 98 86
655 23 30
4762 65 14
3476 8 5
1101 82 76
727 68 39
3413 55 98
4541 58 55
2470 91 73
3626 75 61
2317 97 62
916 90 7
4745 70 74
1202 16 63
2282 45 18
2334 58 16
67 88 99
3877 35 55
3574 43 11
1982 90 94
807 60 16
470 50 58
694 37 73
96 12 82
954 10 33
2014 69 86
1954 18 75
309 70 90
195 54 37
473 45 3
334 33 89
606 95 92
190 2 37
3802 52 60
2647 75 83
4886 18 53
3235 31 15
634 62 80
204 45 90
242 14 27
1941 35 40
534 91 3
2460 87 18
1206 26 83
2297 77 19
4749 2 68
2946 70 99
462 78 57
4137 72 93
4528 65 48
600 72 96
4588 42 4
1537 44 87
603 6 71
2165 16 1
8 86 97
583 53 62
633 38 81
1468 81 67
4972 99 39
3926 30 58
460 76 51
455 23 80
2451 56 13
1625 43 57
4939 90 32
3589 82 33
3420 54 78
3025 94 4
2861 20 33
3060 88 68
283 85 90
622 35 69
498 60 73
686 45 98
3786 65 8
4900 77 88
2005 35 49
3157 83 86
2814 66 20
429 53 41
1142 85 37
3299 13 61
1120 40 28
3401 11 61
3660 53 27
1831 9 42
4054 84 86
2659 57 38
1547 41 76
1899 81 45
4264 15 38
2743 41 96
3277 27 32
2849 72 92
564 90 95
816 8 93
3143 25 80
4806 11 53
2116 92 35
355 66 11
3127 63 35
2370 77 10
34 77 1
663 88 43
2724 41 75
1044 40 16
2859 67 7
3259 14 88
1201 61 25
3108 50 41
2042 96 97
2311 37 46
1910 63 60
1770 92 28
1296 41 69
3515 28 44
3888 32 83
2643 41 72
1104 26 20
1260 80 61
4502 79 44
1574 36 2
3820 94 49
645 22 100
3030 37 58
1448 15 8
2777 70 15
4849 36 54
759 1 45
2209 45 56
1383 14 3
1633 87 83
4704 32 100
1240 26 11
2789 49 32
624 34 69
1958 43 45
4418 48 86
4772 24 48
3499 91 13
3579 24 64
2776 48 79
1052 3 81
1755 27 70
990 66 82
1423 70 41
4856 97 77
4357 10 81
4162 75 86
1741 21 52
4973 39 66
718 73 57
477 22 69
850 70 97
4266 79 66
4470 18 90
4536 31 36
4339 19 79
3032 9 59
3548 36 7
160 36 57
893 42 22
1664 35 81
3725 99 26
4242 66 51
2371 13 76
2243 2 58
3905 43 9
1610 58 35
2815 54 8
473 97 50
1676 74 43
2738 32 26
623 84 59
1176 23 16
962 52 51
1511 63 10
3363 57 87
2345 29 66
4219 17 26
2375 2 6
2063 1 13
1552 47 58
4098 82 54
2367 80 100
2810 86 50
4641 60 78
4247 58 73
508 20 63
4076 33 2
1483 68 7
937 3 61
2783 26 73
3444 17 59
970 55 86
2159 94 6
1419 63 44
2751 88 29
4946 7 91
2321 5 6
3983 95 16
1838 32 5
3859 34 84
4541 48 8
1837 82 71
1908 6 60
4973 27 80
4737 30 41
2600 95 61
3402 14 50
1294 54 72
1922 34 16
1311 40 90
2174 41 58
1516 79 97
3086 18 58
2941 19 34
3482 24 76
1255 24 26
3899 42 10
3725 99 67
1652 1 12
3406 2 54
2698 30 96
4376 36 9
2933 2 3
2116 92 84
2610 69 71
1811 25 88
3246 99 4
4305 52 39
3249 94 11
510 32 85
4261 99 66
1142 100 38
4260 57 33
2588 92 71
3853 48 12
4639 4 20
3661 54 84
1137 7 50
3498 73 4
399 59 55
4330 14 56
4587 54 27
1154 18 13
3413 44 1
2145 94 50
637 54 48
485 78 64
3825 59 43
515 62 37
3654 66 32
3035 96 59
1912 86 26
499 57 90
2870 41 45
131 47 62
2412 3 67
1428 82 69
2361 93 85
1035 5 99
857 48 72
1408 69 66
322 86 77
4198 65 98
2043 56 42
1342 37 40
2107 79 90
148 84 9
4280 38 4
2331 6 93
3223 17 12
1732 47 17
3643 70 19
1570 49 64
2708 65 6
213 5 34
4434 46 86
148 74 87
3697 32 96
2799 2 82
3330 70 84
1753 1 23
2927 73 1
2057 30 44
833 65 7
1922 66 62
4587 21 56
517 67 87
2939 16 15
2746 53 3
3632 39 48
1069 84 30
3077 8 3
2811 33 23
1715 85 34
4209 62 69
2233 6 88
1613 71 9
3773 59 11
1638 76 19
252 70 75
3969 16 46
2555 46 97
2293 44 32
2320 6 64
2198 96 75
2731 86 21
4217 1 49
3415 21 2
1780 46 81
2096 43 99
4650 14 83
881 12 59
3617 6 76
2334 25 54
1158 6 84
2203 38 91
4432 34 29
4573 100 15
401 12 52
854 80 81
201 93 69
4505 48 82
3485 97 54
1277 92 24
1656 9 28
2108 9 65
4615 98 81
444 19 93
3199 60 66
1636 16 66
534 47 36
1670 51 92
4543 22 60
847 97 99
335 58 10
2468 32 53
1878 64 14
1215 53 52
777 84 100
2848 30 46
136 43 90
1447 63 47
1658 34 57
2592 88 74
1735 87 72
999 23 66
1245 87 54
2306 39 80
1275 81 20
3990 12 27
1168 6 48
4436 67 74
880 13 57
2214 30 25
4834 81 84
2500 94 83
4878 86 5
4322 2 48
487 58 81
4641 80 2
344 16 45
2519 18 25
934 91 43
984 84 95
2996 20 21
1297 41 27
550 10 72
4403 69 64
2512 31 21
3368 25 24
3914 75 52
753 87 65
4808 81 9
319 39 47
3483 57 77
4284 5 22
1615 41 52
4878 31 7
4212 84 73
1086 4 3
821 70 23
2480 58 19
61 77 20
2194 9 51
1386 26 70
3509 19 59
127 49 17
3228 79 2
1387 6 69
1661 53 10
2710 20 74
3899 53 70
2606 71 12
2549 80 36
2584 44 9
4615 74 11
1483 82 78
1585 53 47
772 63 8
1997 54 34
546 16 90
1082 98 72
2305 32 82
3971 85 7
4110 63 42
2628 59 24
853 52 63
2188 26 25
4143 75 38
3941 100 73
453 58 95
4357 24 14
2153 46 89
4043 92 67
4541 97 67
1143 67 66
3901 15 30
3521 66 28
2603 75 43
4208 67 53
2753 99 8
2689 48 64
1758 72 22
3968 45 69
4738 85 48
219 85 77
1603 2 47
2981 41 95
4830 83 9
1534 58 59
1962 27 37
3582 3 25
1088 22 1
2074 2 50
2843 20 34
4123 72 99
853 42 33
3321 2 46
993 22 86
904 91 41
2944 97 75
448 27 57
1584 49 54
3123 100 35
4748 3 65
3866 54 60
2196 85 80
1977 59 63
2452 45 10
3894 91 75
3668 4 22
181 26 50
1117 64 15
1202 39 77
4773 16 14
3251 93 2
1852 63 53
1504 7 13
1096 3 57
2832 57 2
1956 5 42
357 28 70
860 12 43
4586 65 75
1675 10 14
2377 21 5
2524 7 5
3420 6 59
2717 86 15
219 83 53
601 5 65
154 93 48
247 80 44
771 13 58
407 86 19
1090 89 19
1701 77 44
3039 98 42
3029 24 7
2621 57 49
2902 67 89
2298 42 29
1094 66 55
2475 54 16
4174 78 100
3756 76 31
2160 51 65
196 31 72
682 27 62
3765 47 99
3317 79 80
210 39 2
1537 69 96
2409 41 36
2065 63 78
2354 54 59
2386 89 27
2067 91 35
4502 61 39
4735 46 11
1507 64 20
4340 13 93
4781 28 34
477 24 8
2690 52 22
2745 82 87
3829 44 70
2882 74 71
3485 81 89
4314 91 19
923 71 57
2283 84 17
2482 46 49
3774 12 56
2110 78 17
3310 78 25
4165 50 60
1116 19 95
1198 41 9
119 95 32
802 78 37
670 40 66
1452 26 14
1796 61 35
902 17 36
876 72 53
1056 84 10
2058 94 62
4854 89 28
4201 93 68
1210 5 40
594 23 14
421 44 14
2334 51 98
575 2 55
1759 86 85
4614 62 29
2097 100 67
3644 37 98
2483 40 10
1629 16 43
2201 14 78
202 60 28
4506 63 95
1076 17 96
4072 23 79
1617 45 96
1770 74 72
3187 57 23
187 70 87
2913 56 28
470 86 60
470 13 32
2785 64 54
151 6 13
1837 50 39
2859 71 93
928 89 17
4050 73 85
4854 58 54
1802 52 54
2098 49 9
1973 82 28
2020 70 79
665 14 25
1743 84 15
2006 50 68
17 16 80
2630 75 9
4613 35 66
1399 40 47
150 1 32
3424 22 28
4532 59 98
986 98 25
3810 47 8
4225 1 47
3823 28 16
1393 98 3
2222 31 77
450 17 72
4752 65 17
224 23 59
4500 93 51
2138 94 55
4828 56 75
4236 25 39
4042 78 1
2992 37 26
1590 23 53
497 74 49
4061 16 91
3239 16 84
289 31 14
876 8 12
4834 98 53
3225 82 99
3717 33 39
594 98 62
78 62 35
954 53 8
2798 91 8
1158 51 30
3559 69 10
581 85 58
1929 24 18
3605 30 82
1890 35 15
3840 87 76
3838 97 23
718 22 18
2545 87 26
1486 24 90
3759 36 71
1511 13 100
2976 9 53
3412 92 90
1740 86 12
3748 18 30
965 59 81
4620 75 13
2486 42 44
2684 16 68
1683 69 65
104 34 91
3069 63 17
192 72 21
881 20 45
2620 46 51
1999 64 73
623 88 50
1329 89 73
1485 73 79
364 62 9
1083 85 1
1392 22 84
1947 11 44
1 25 94
4972 67 26
4381 95 64
3294 1 72
935 49 26
3217 87 99
1423 34 49
1709 63 90
2589 24 75
1769 65 82
763 62 23
2734 37 28
4183 86 16
2549 88 23
2687 80 66
1672 73 12
1640 39 89
2940 24 2
3786 33 49
3613 88 62
3319 74 94
1503 72 37
1988 56 80
4705 97 26
3084 32 17
3894 50 79
3340 35 14
1704 41 64
2499 48 49
4463 65 67
3351 25 21
4903 27 74
2718 99 27
4243 72 23
2383 96 26
9 78 62
1962 24 98
1976 33 51
2465 46 8
2999 60 55
765 54 11
901 57 52
2464 80 70
4147 26 45
2471 25 69
4971 79 21
1449 77 70
3567 25 81
728 97 82
2849 57 14
3605 49 13
3806 98 90
4049 5 66
883 81 51
1141 35 56
4811 19 46
146 89 8
428 31 24
2637 41 90
3434 16 44
1265 36 86
4908 13 3
1246 28 11
1297 22 97
4339 89 4
1028 58 87
4535 85 95
3977 41 26
1682 27 92
2121 5 4
1915 71 63
2307 52 19
424 17 56
4918 41 44
2202 99 80
3834 19 47
1083 21 42
1356 85 5
4488 10 57
4228 95 9
1927 1 81
4500 98 92
1595 74 8
4247 90 2
1600 52 83
504 31 68
4663 69 98
1816 47 10
3552 57 96
3067 10 88
3268 77 60
821 53 93
484 26 2
1620 53 90
1978 61 48
3508 3 60
1849 35 29
313 15 34
986 93 54
618 83 55
1644 93 91
1987 24 28
3307 70 91
927 21 8
2692 67 77
3307 19 53
2187 100 66
3518 54 66
4973 96 33
4785 85 89
4766 99 49
759 16 2
2450 100 46
3945 34 77
1393 62 95
2351 29 55
2403 46 31
3567 65 42
2773 64 90
965 3 11
291 10 41
2482 20 52
809 34 97
325 92 83
4607 8 62
2584 37 13
1426 51 15
278 73 10
3128 95 38
2745 71 70
1305 89 22
2014 34 22
4260 12 100
434 20 9
3224 56 69
4364 31 43
4140 13 23
4743 96 65
1254 42 79
810 57 7
4710 36 83
1429 15 23
4028 82 5
536 80 30
2170 19 30
2521 25 36
2459 72 81
4710 48 97
413 86 56
953 40 65
3033 76 43
477 5 10
2644 88 49
2519 18 6
4096 95 71
3694 4 66
2042 2 60
3755 59 3
1319 81 17
4517 63 93
2868 62 89
2585 9 78
3909 30 50
1923 99 71
2974 56 100
633 84 46
2305 92 96
166 23 89
1802 27 34
1667 92 17
929 4 35
1773 11 35
1097 44 45
4557 78 39
3419 10 38
4017 29 63
3289 59 85
3605 45 59
4207 61 83
1946 18 26
3415 79 62
1196 43 23
4201 88 65
184 13 9
3837 59 87
1930 73 25
4054 64 17
821 16 76
2920 95 29
82 82 37
3536 57 75
1205 80 78
926 14 90
3042 75 47
2469 29 54
2922 18 49
3980 51 82
3727 85 71
1257 58 40
3158 69 95
1291 8 79
3895 39 45
1136 83 7
3937 72 44
3433 13 77
1296 42 66
2304 38 24
1793 16 9
3105 22 56
3512 84 1
262 69 73
498 43 20
2837 68 12
3592 8 42
3449 70 54
1722 16 42
2383 4 46
2565 27 87
307 94 69
2521 79 72
1985 92 55
3000 93 40
2907 67 19
3448 16 57
1634 38 77
2507 74 47
4025 66 52
4000 84 68
1418 42 95
2252 17 60
1933 74 92
4919 6 85
2768 51 96
4309 62 26
3329 51 18
4877 74 9
1962 51 48
1585 65 54
1718 12 81
4174 18 21
3633 30 32
1365 81 36
2167 98 41
654 32 48
4353 26 69
1693 99 22
4157 68 94
4402 27 23
4048 20 99
2670 2 99
147 55 1
2368 69 32
2134 49 61
521 72 69
1978 71 78
947 41 19
2732 83 8
4725 44 40
1421 62 2
2916 61 15
4154 92 10
2538 24 74
2577 8 37
1321 48 36
4219 48 94
2786 8 67
3650 76 80
2871 80 57
2522 81 29
4186 83 22
3042 76 33
1811 42 28
2375 96 13
1248 90 38
1737 6 78
3664 46 58
1118 42 58
180 93 15
505 90 37
3262 93 89
3023 4 17
1579 81 2
191 76 12
4230 39 28
2457 6 28
1112 61 76
798 11 62
4680 59 73
2261 19 28
849 87 43
3949 51 22
3987 69 100
2617 30 61
2744 88 57
255 18 23
2999 5 12
3889 77 79
1590 33 100
4878 30 39
2297 36 52
4974 71 37
2381 18 65
505 5 76
2510 39 88
435 24 60
66 21 1
3165 59 29
4958 45 25
3348 36 76
3446 74 26
4155 86 88
4491 91 26
4853 3 27
4943 52 45
3607 80 46
1128 89 10
3678 28 38
4955 2 31
2422 83 100
288 60 21
1922 66 83
336 86 51
4726 88 53
4702 49 11
38 95 78
901 36 32
2726 80 67
4893 11 68
2154 62 77
806 67 75
897 94 14
3799 97 80
2237 89 69
4755 61 99
2226 70 56
619 24 71
1196 84 45
2802 61 87
3564 10 95
1409 85 60
3584 77 99
2769 21 35
307 79 96
2660 15 21
370 76 94
1955 2 59
4338 25 23
3877 98 31
2339 63 61
3052 78 24
3490 77 98
358 36 68
647 21 34
585 79 69
934 19 11
1974 90 62
1172 67 76
4042 14 68
3439 75 15
592 63 3
1921 45 4
895 16 32
1487 85 66
2724 79 30
591 54 63
4146 19 48
831 17 3
2620 63 51
1780 5 94
1801 54 38
1734 89 25
3926 26 66
200 78 70
2705 68 35
3669 57 54
3891 5 81
2556 52 46
2618 9 32
2053 29 71
2491 10 32
106 54 4
667 76 20
131 30 20
1341 43 21
4550 2 72
577 29 68
3072 10 80
3423 52 67
1805 87 52
3092 36 24
2136 22 94
1162 23 34
2948 22 33
4127 95 67
588 71 7
2618 28 71
1194 52 47
4382 88 55
4195 30 38
1028 42 71
1051 76 1
678 78 55
3364 10 98
1621 6 21
2876 41 31
4708 41 1
3881 10 49
3019 29 91
1496 38 47
2657 19 69
1875 28 49
1549 32 38
371 28 85
4905 14 87
3254 29 64
706 13 87
988 96 60
1377 53 4
3748 24 82
4222 52 23
2320 33 40
1639 28 78
2646 96 53
3783 71 66
31 33 60
3093 47 67
4417 3 82
1702 31 61
1422 66 64
3961 31 51
3489 32 51
1838 2 64
923 89 53
423 6 31
3802 65 83
3286 25 76
3330 9 5
3496 88 37
76 7 75
2636 73 67
655 87 92
438 1 87
2480 17 37
295 71 45
4936 6 45
2947 62 17
4744 4 88
2636 84 69
107 72 29
2245 97 2
2016 100 57
3882 5 75
487 20 100
3402 34 40
711 5 70
2349 78 5
2352 97 6
783 7 20
4291 33 38
2603 24 57
4939 63 98
1168 57 50
915 62 59
4835 3 36
50 48 50
98 2 94
3705 45 51
1750 62 46
1392 88 93
1669 74 98
839 58 32
1469 60 90
3179 88 71
2201 16 31
492 62 87
186 95 40
206 46 39
3062 48 96
744 50 98
2941 70 88
1781 54 61
891 8 77
